Country,Time,1615.T-Price
JP,2024-08,307.19879150390625
JP,2024-09,295.1424865722656
JP,2024-10,318.02099609375
JP,2024-11,356.5632629394531
JP,2024-12,362.6388854980469
JP,2025-01,384.94781494140625
JP,2025-02,373.8407897949219
JP,2025-03,391.1183776855469
JP,2025-04,357.8923034667969
JP,2025-05,391.21331787109375
JP,2025-06,387.60589599609375
JP,2025-07,397.3838806152344
JP,2025-08,450.29998779296875
JP,2025-09,472.29998779296875
JP,2025-10,468.29998779296875
JP,2025-11,505.5
JP,2025-12,528.2000122070312
JP,2026-01,598.2999877929688
JP,2026-02,647.9000244140625
